avg_vote,metascore,tomatometer_score,audience_score,usa_gross_income,worldwide_gross_income
5.7,58.0,64%,44%, 55455765,108007109
4.6,33.0,11%,48%, 114581250,381545846
7.8,88.0,100%,88%, 40891591,227331938
4.5,31.0,12%,37%, 100407760,371985018
7.6,60.0,73%,85%, 24801212,43069254
5.6,30.0,20%,35%, 25584504,34184504
5.3,43.0,29%,31%, 217644,678150
6.2,50.0,43%,59%, 58032443,288175335
6.2,39.0,39%,51%, 60323786,118102725
6.3,68.0,85%,56%, 4267218,5425148
6.6,64.0,71%,56%, 11103205,43763247
4.8,,69%,65%, 7285,7285
6.6,60.0,81%,67%, 21704844,41657844
6.4,59.0,58%,50%, 24011188,25957482
6.7,53.0,70%,55%, 1418682,15845593
7.5,64.0,76%,72%, 3500605,9101546
7.5,67.0,74%,73%, 10663357,30311857
7.4,75.0,84%,82%, 56468410,150847207
6.1,38.0,23%,44%, 36108758,66308758
7.4,69.0,80%,86%, 31886361,50549909
6.6,31.0,22%,63%, 4504974,4596705
5.9,62.0,78%,53%, 3986245,3989705
7.3,60.0,72%,83%, 99215042,197744377
6.1,42.0,42%,71%, 40852824,62812974
6.7,73.0,85%,71%, 12638526,18598607
6.8,56.0,66%,62%, 72679278,183388953
6.7,56.0,67%,72%, 226008385,1236005118
8.4,87.0,97%,93%, 190241310,375540831
6.1,55.0,49%,64%, 42158780,42580920
6.8,44.0,51%,64%, 100234838,410902662
6.2,60.0,58%,63%, 113257297,183936074
5.3,45.0,47%,35%, 16544,16544
6.0,63.0,95%,72%, 5802208,5942565
3.5,28.0,7%,19%, 11686940,22227514
6.9,59.0,73%,76%, 24622687,38673750
7.0,79.0,89%,76%, 7751969,12957265
4.2,39.0,25%,24%, 42603,43682
6.2,70.0,81%,59%, 3029287,4531320
6.8,23.0,14%,64%, 31016021,88528280
6.3,42.0,31%,35%, 22017,17535962
6.8,66.0,90%,74%, 127195589,467989645
6.1,68.0,80%,49%, 8267544,54622814
5.9,53.0,59%,38%, 8866745,16024987
5.8,40.0,29%,44%, 104897530,185400345
5.7,42.0,44%,50%, 20991,653866
5.9,49.0,51%,92%, 8224288,12448676
6.5,54.0,57%,54%, 2470979,2510151
5.7,46.0,46%,42%, 145443742,530243742
6.3,58.0,76%,61%, 67268835,148868835
5.9,54.0,39%,61%, 32149404,61881372
5.2,51.0,45%,29%, 22105643,47347283
4.3,22.0,8%,62%, 20774575,24487848
7.3,80.0,92%,81%, 2026499,3283369
7.8,74.0,93%,93%, 169607287,235956898
4.7,,38%,44%, 8708,8708
6.4,,40%,46%, 3775000,4462034
4.9,41.0,22%,44%, 9669521,10414738
3.2,12.0,7%,37%, 86089513,217776646
6.2,51.0,47%,48%, 417719760,1308467944
6.1,36.0,50%,83%, 2303792,2308355
7.8,86.0,97%,87%, 220159104,791115104
7.4,94.0,99%,79%, 48958273,78965611
6.6,26.0,19%,51%, 240978,413844
5.8,31.0,20%,82%, 2082980,2082980
6.1,51.0,63%,58%, 20007149,23316139
6.4,52.0,45%,61%, 34121140,61621140
7.9,94.0,92%,81%, 189740665,526940665
8.2,88.0,90%,87%, 54513740,159210164
7.0,,40%,88%, 3465,5623134
7.7,84.0,98%,86%, 176040665,255413717
7.1,61.0,62%,65%, 50072235,75836683
7.6,90.0,93%,69%, 34366783,95918706
7.1,70.0,87%,75%, 216648740,622674139
6.5,51.0,63%,56%, 115253424,351266433
6.5,62.0,71%,67%, 102092201,306515884
6.4,81.0,94%,58%, 3040,118451
7.6,72.0,91%,88%, 40826341,66316289
6.1,43.0,39%,36%, 14841338,35164920
5.6,30.0,7%,36%, 1349,2713955
6.5,58.0,60%,64%, 17612099,17612099
5.0,54.0,92%,70%, 4537,101690
6.3,54.0,62%,48%, 167510016,528583774
6.8,56.0,84%,70%, 381610,1792414
6.5,67.0,81%,68%, 17395520,17986671
5.9,,20%,32%, 8472,8472
6.8,72.0,79%,65%, 25113707,56996304
7.2,66.0,80%,84%, 10051659,10116816
6.5,58.0,71%,66%, 55683845,125479266
6.8,58.0,89%,92%, 4015935,4932694
5.0,32.0,19%,30%, 14301505,23468586
5.1,35.0,47%,23%, 6115825,32517248
7.0,78.0,92%,76%, 27780977,48453605
7.6,86.0,98%,88%, 42873127,56411585
7.7,66.0,84%,85%, 324591735,785046920
7.2,65.0,71%,74%, 29819114,35669017
5.5,39.0,32%,34%, 54858851,173961069
6.1,47.0,30%,38%, 77980,182415
7.4,81.0,97%,83%, 29719483,34934009
7.3,87.0,92%,72%, 63859435,195243464
6.3,77.0,89%,72%, 10709995,27397655
5.6,46.0,38%,39%, 53059911,65859911
6.7,75.0,86%,67%, 3072605,3187255
7.6,92.0,96%,80%, 5904366,10971298
6.0,30.0,21%,50%, 104029443,180613180
5.6,53.0,47%,38%, 46700633,93320380
6.0,37.0,27%,46%, 9186156,9515914
3.2,30.0,8%,17%, 30569484,51738549
6.8,60.0,60%,60%, 50722,229123
3.6,31.0,16%,25%, 17857020,39156854
6.5,60.0,59%,54%, 46083,2053469
6.7,65.0,80%,67%, 1026124,4047917
4.4,21.0,4%,11%, 6069605,7634022
5.7,49.0,33%,51%, 67745330,167885588
7.9,93.0,94%,86%, 18095701,41887595
5.2,37.0,19%,28%, 14837422,43016528
5.8,51.0,48%,62%, 68420120,304868961
6.5,68.0,85%,55%, 16182,21349
7.5,90.0,91%,71%, 21198205,47756590
6.9,70.0,90%,86%, 506145,1548893
4.7,,30%,74%, 7233471,7241302
5.3,46.0,25%,35%, 117450119,365550119
6.8,58.0,66%,68%, 22245070,65421267
6.2,45.0,31%,41%, 1404061,15889124
6.1,58.0,58%,34%, 6708147,13313581
7.1,71.0,88%,65%, 201091711,529323962
6.6,63.0,48%,57%, 1377,12294931
6.7,21.0,97%,88%, 4102648,7790271
6.4,58.0,54%,53%, 11962778,13025860
6.6,74.0,84%,76%, 3498782,7870127
6.2,50.0,59%,90%, 14682684,17644496
5.1,54.0,55%,27%, 69488745,137056262
6.6,60.0,75%,62%, 83240103,214040103
5.9,56.0,74%,54%, 2005142,2584988
3.7,17.0,4%,40%, 47319572,48333932
6.8,84.0,91%,66%, 1596371,1951683
7.2,83.0,88%,73%, 81903458,179769457
7.0,74.0,93%,77%, 147391,1463727
6.6,56.0,71%,62%, 31445012,59945012
7.2,66.0,83%,79%, 115715889,214115889
5.5,42.0,31%,44%, 72110659,130560428
4.9,35.0,26%,45%, 20877013,21753365
6.6,75.0,73%,47%, 704955,704955
7.4,30.0,61%,92%, 83482352,85978248
5.1,36.0,15%,26%, 5059608,5103663
7.5,67.0,88%,87%, 11977130,14377130
5.6,53.0,72%,86%, 3511417,3589633
5.2,33.0,44%,40%, 3600146,3697729
7.1,60.0,75%,73%, 17839115,31882724
7.5,82.0,96%,83%, 188024361,340939361
6.0,52.0,49%,57%, 33562069,75320680
5.6,43.0,27%,39%, 77339130,103105878
5.5,48.0,35%,35%, 48795601,94539426
5.2,45.0,23%,38%, 36276286,57076286
6.8,71.0,90%,78%, 2410795,4144008
6.1,53.0,54%,51%, 68566296,104438188
6.7,60.0,79%,66%, 120634935,395044706
6.2,39.0,37%,49%, 4412170,158970776
5.7,28.0,14%,58%, 990230,1362536
8.2,69.0,77%,91%, 85080171,321752656
6.6,81.0,90%,66%, 1214525,1524880
6.9,69.0,80%,74%, 6788692,11853081
7.4,89.0,99%,83%, 13539709,14347433
6.8,67.0,84%,73%, 53548586,97644617
6.2,62.0,73%,49%, 1533324,5580940
5.4,42.0,27%,31%, 46840590,51411620
6.4,63.0,80%,58%, 7732899,14293601
5.3,54.0,53%,42%, 82774,122833
5.7,57.0,61%,47%, 42469946,46664414
5.7,39.0,38%,77%, 6216897,6216897
7.5,83.0,96%,83%, 49275340,93400823
6.2,47.0,63%,76%, 6809080,6819044
5.2,46.0,38%,55%, 1400603,1404646
6.6,52.0,45%,81%, 17560475,23039243
7.3,57.0,81%,82%, 67363237,120556201
6.8,69.0,91%,72%, 29790236,52090236
7.7,71.0,92%,87%, 26020957,75462037
5.1,52.0,50%,46%, 20545116,20780685
7.3,87.0,89%,67%, 44069456,79336821
6.8,77.0,75%,77%, 8084,53503
